Sample.ID	Sentrix.Barcode	SampleSection	Batch	Date_out	Date_extraction	person	Conc_Nanodrop	Date_Dilutionand_Amplification	Date_cRNApurification	Date_Quantitation_by_RiboGreen	Eluted_Total_labelled_cRNA	labelled_cRNA_Yield	concentration_of_labelled_cRNA	Date_labelled_cRNA	Date_Hybridization_for_15_hours	Date_Washing_and_scanning
9249896067_I	9249896067	I	2	30/07/2013	30/07/2013	3	44.34	23/10/2013	24/10/2013	24/10/2013	40	34194.2	854.9	25/10/2013	25/10/2013	26/10/2013
9249896067_J	9249896067	J	3	03/10/2013	03/10/2013	2	156.76	23/10/2013	24/10/2013	24/10/2013	40	14779.4	369.5	25/10/2013	25/10/2013	26/10/2013
9249896067_K	9249896067	K	2	31/07/2013	31/07/2013	3	37.03	23/10/2013	24/10/2013	24/10/2013	40	20050.4	501.3	25/10/2013	25/10/2013	26/10/2013
9249896067_L	9249896067	L	4	09/10/2013	09/10/2013	2	97.07	23/10/2013	24/10/2013	24/10/2013	40	3736.6	93.4	25/10/2013	25/10/2013	26/10/2013
9249896073_A	9249896073	A	2	25/07/2013	26/07/2013	3	118.48	23/10/2013	24/10/2013	24/10/2013	40	4988.2	124.7	25/10/2013	25/10/2013	26/10/2013
9249896073_B	9249896073	B	2	17/09/2013	18/09/2013	3	40.05	23/10/2013	24/10/2013	24/10/2013	40	31654.0	791.4	25/10/2013	25/10/2013	26/10/2013
9249896073_C	9249896073	C	2	25/07/2013	26/07/2013	3	102.47	23/10/2013	24/10/2013	24/10/2013	40	7042.4	176.1	25/10/2013	25/10/2013	26/10/2013
9249896073_D	9249896073	D	3	17/09/2013	18/09/2013	3	130.97	23/10/2013	24/10/2013	24/10/2013	40	19710.8	492.8	25/10/2013	25/10/2013	26/10/2013
9249896073_E	9249896073	E	2	29/07/2013	29/07/2013	3	30.91	23/10/2013	24/10/2013	24/10/2013	40	24259.2	606.5	25/10/2013	25/10/2013	26/10/2013
9249896073_F	9249896073	F	3	18/09/2013	19/09/2013	3	115.36	23/10/2013	24/10/2013	24/10/2013	40	28496.2	712.4	25/10/2013	25/10/2013	26/10/2013
9249896073_G	9249896073	G	2	30/07/2013	30/07/2013	3	44.42	23/10/2013	24/10/2013	24/10/2013	40	26954.8	673.9	25/10/2013	25/10/2013	26/10/2013
9249896073_H	9249896073	H	3	03/10/2013	03/10/2013	2	25.21	23/10/2013	24/10/2013	24/10/2013	40	28355.6	708.9	25/10/2013	25/10/2013	26/10/2013
9249896073_I	9249896073	I	2	30/07/2013	30/07/2013	3	32.08	23/10/2013	24/10/2013	24/10/2013	40	23227.8	580.7	25/10/2013	25/10/2013	26/10/2013
9249896073_J	9249896073	J	3	03/10/2013	03/10/2013	2	36.02	23/10/2013	24/10/2013	24/10/2013	40	22156.2	553.9	25/10/2013	25/10/2013	26/10/2013
9249896073_K	9249896073	K	2	31/07/2013	31/07/2013	3	98.85	23/10/2013	24/10/2013	24/10/2013	40	14335.6	358.4	25/10/2013	25/10/2013	26/10/2013
9249896073_L	9249896073	L	4	09/10/2013	09/10/2013	2	243.23	23/10/2013	24/10/2013	24/10/2013	40	7412.2	185.3	25/10/2013	25/10/2013	26/10/2013
9249896091_A	9249896091	A	2	25/07/2013	26/07/2013	3	166.31	23/10/2013	24/10/2013	24/10/2013	40	1566.8	39.2	25/10/2013	25/10/2013	26/10/2013
9249896091_B	9249896091	B	2	17/09/2013	18/09/2013	3	10.21	23/10/2013	24/10/2013	24/10/2013	40	13894.8	347.4	25/10/2013	25/10/2013	26/10/2013
9249896091_C	9249896091	C	2	25/07/2013	26/07/2013	3	116.58	23/10/2013	24/10/2013	24/10/2013	40	26081.8	652.0	25/10/2013	25/10/2013	26/10/2013
9249896091_D	9249896091	D	3	17/09/2013	18/09/2013	3	45.13	23/10/2013	24/10/2013	24/10/2013	40	21272.2	531.8	25/10/2013	25/10/2013	26/10/2013
9249896091_E	9249896091	E	2	29/07/2013	29/07/2013	3	74.66	23/10/2013	24/10/2013	24/10/2013	40	30724.4	768.1	25/10/2013	25/10/2013	26/10/2013
9249896091_F	9249896091	F	3	18/09/2013	19/09/2013	3	26.7	23/10/2013	24/10/2013	24/10/2013	40	29365.2	734.1	25/10/2013	25/10/2013	26/10/2013
9249896091_G	9249896091	G	2	30/07/2013	30/07/2013	3	74.43	23/10/2013	24/10/2013	24/10/2013	40	11395.6	284.9	25/10/2013	25/10/2013	26/10/2013
9249896091_H	9249896091	H	3	03/10/2013	03/10/2013	2	199.97	23/10/2013	24/10/2013	24/10/2013	40	16706.2	417.7	25/10/2013	25/10/2013	26/10/2013
9249896091_I	9249896091	I	2	30/07/2013	30/07/2013	3	65.42	23/10/2013	24/10/2013	24/10/2013	40	15482.8	387.1	25/10/2013	25/10/2013	26/10/2013
9249896091_J	9249896091	J	3	03/10/2013	03/10/2013	2	65.88	23/10/2013	24/10/2013	24/10/2013	40	27993.6	699.8	25/10/2013	25/10/2013	26/10/2013
9249896091_K	9249896091	K	2	31/07/2013	31/07/2013	3	60.89	23/10/2013	24/10/2013	24/10/2013	40	7759.4	194.0	25/10/2013	25/10/2013	26/10/2013
9249896091_L	9249896091	L	4	09/10/2013	09/10/2013	2	71.06	23/10/2013	24/10/2013	24/10/2013	40	9834.6	245.9	25/10/2013	25/10/2013	26/10/2013
9249907011_A	9249907011	A	2	25/07/2013	26/07/2013	3	1.74	23/10/2013	24/10/2013	24/10/2013	40	665.4	16.6	25/10/2013	25/10/2013	26/10/2013
9249907011_B	9249907011	B	2	17/09/2013	18/09/2013	3	39.32	23/10/2013	24/10/2013	24/10/2013	40	21694.4	542.4	25/10/2013	25/10/2013	26/10/2013
9249907011_C	9249907011	C	2	29/07/2013	29/07/2013	3	39.42	23/10/2013	24/10/2013	24/10/2013	40	10707.0	267.7	25/10/2013	25/10/2013	26/10/2013
9249907011_D	9249907011	D	3	18/09/2013	19/09/2013	3	96.37	23/10/2013	24/10/2013	24/10/2013	40	9122.4	228.1	25/10/2013	25/10/2013	26/10/2013
9249907011_E	9249907011	E	2	29/07/2013	29/07/2013	3	33.41	23/10/2013	24/10/2013	24/10/2013	40	31805.8	795.1	25/10/2013	25/10/2013	26/10/2013
9249907011_F	9249907011	F	3	18/09/2013	19/09/2013	3	41.67	23/10/2013	24/10/2013	24/10/2013	40	27965.0	699.1	25/10/2013	25/10/2013	26/10/2013
9249907011_G	9249907011	G	2	30/07/2013	30/07/2013	3	54.18	23/10/2013	24/10/2013	24/10/2013	40	11664.6	291.6	25/10/2013	25/10/2013	26/10/2013
9249907011_H	9249907011	H	3	03/10/2013	03/10/2013	2	58.52	23/10/2013	24/10/2013	24/10/2013	40	33241.8	831.0	25/10/2013	25/10/2013	26/10/2013
9249907011_I	9249907011	I	2	31/07/2013	31/07/2013	3	8.03	23/10/2013	24/10/2013	24/10/2013	40	9260.2	231.5	25/10/2013	25/10/2013	26/10/2013
9249907011_J	9249907011	J	3	09/10/2013	09/10/2013	2	51.24	23/10/2013	24/10/2013	24/10/2013	40	24663.8	616.6	25/10/2013	25/10/2013	26/10/2013
9249907011_K	9249907011	K	2	31/07/2013	31/07/2013	3	11.07	23/10/2013	24/10/2013	24/10/2013	40	4924.2	123.1	25/10/2013	25/10/2013	26/10/2013
9249907011_L	9249907011	L	4	09/10/2013	09/10/2013	2	74.48	23/10/2013	24/10/2013	24/10/2013	40	20814.4	520.4	25/10/2013	25/10/2013	26/10/2013
9249907021_A	9249907021	A	2	25/07/2013	26/07/2013	3	105.72	23/10/2013	24/10/2013	24/10/2013	40	2914.2	72.9	25/10/2013	25/10/2013	26/10/2013
9249907021_B	9249907021	B	2	17/09/2013	18/09/2013	3	62.92	23/10/2013	24/10/2013	24/10/2013	40	32220.2	805.5	25/10/2013	25/10/2013	26/10/2013
9249907021_C	9249907021	C	2	29/07/2013	29/07/2013	3	50.02	23/10/2013	24/10/2013	24/10/2013	40	9962.4	249.1	25/10/2013	25/10/2013	26/10/2013
9249907021_D	9249907021	D	3	18/09/2013	19/09/2013	3	74.81	23/10/2013	24/10/2013	24/10/2013	40	27763.4	694.1	25/10/2013	25/10/2013	26/10/2013
9249907021_E	9249907021	E	2	29/07/2013	29/07/2013	3	78.13	23/10/2013	24/10/2013	24/10/2013	40	29106.6	727.7	25/10/2013	25/10/2013	26/10/2013
9249907021_F	9249907021	F	3	18/09/2013	19/09/2013	3	51.34	23/10/2013	24/10/2013	24/10/2013	40	25574.8	639.4	25/10/2013	25/10/2013	26/10/2013
9249907021_G	9249907021	G	2	30/07/2013	30/07/2013	3	54.62	23/10/2013	24/10/2013	24/10/2013	40	20038.8	501.0	25/10/2013	25/10/2013	26/10/2013
9249907021_H	9249907021	H	3	03/10/2013	03/10/2013	2	59	23/10/2013	24/10/2013	24/10/2013	40	30730.4	768.3	25/10/2013	25/10/2013	26/10/2013
9249907021_I	9249907021	I	2	31/07/2013	31/07/2013	3	10.61	23/10/2013	24/10/2013	24/10/2013	40	7617.0	190.4	25/10/2013	25/10/2013	26/10/2013
9249907021_J	9249907021	J	3	09/10/2013	09/10/2013	2	136.31	23/10/2013	24/10/2013	24/10/2013	40	35846.8	896.2	25/10/2013	25/10/2013	26/10/2013
9249907021_K	9249907021	K	2	31/07/2013	31/07/2013	3	28.83	23/10/2013	24/10/2013	24/10/2013	40	16840.0	421.0	25/10/2013	25/10/2013	26/10/2013
9249907021_L	9249907021	L	4	09/10/2013	09/10/2013	2	85.15	23/10/2013	24/10/2013	24/10/2013	40	8705.4	217.6	25/10/2013	25/10/2013	26/10/2013
9249907031_A	9249907031	A	2	25/07/2013	26/07/2013	3	123.89	23/10/2013	24/10/2013	24/10/2013	40	1664.8	41.6	25/10/2013	25/10/2013	26/10/2013
9249907031_B	9249907031	B	2	17/09/2013	18/09/2013	3	124.12	23/10/2013	24/10/2013	24/10/2013	40	33280.2	832.0	25/10/2013	25/10/2013	26/10/2013
9249907031_C	9249907031	C	2	29/07/2013	29/07/2013	3	57.77	23/10/2013	24/10/2013	24/10/2013	40	20312.0	507.8	25/10/2013	25/10/2013	26/10/2013
9249907031_D	9249907031	D	3	18/09/2013	19/09/2013	3	66.64	23/10/2013	24/10/2013	24/10/2013	40	25162.0	629.1	25/10/2013	25/10/2013	26/10/2013
9249907031_E	9249907031	E	2	29/07/2013	29/07/2013	3	54.97	23/10/2013	24/10/2013	24/10/2013	40	13254.6	331.4	25/10/2013	25/10/2013	26/10/2013
9249907031_F	9249907031	F	3	18/09/2013	19/09/2013	3	30.47	23/10/2013	24/10/2013	24/10/2013	40	33184.0	829.6	25/10/2013	25/10/2013	26/10/2013
9249907031_G	9249907031	G	2	30/07/2013	30/07/2013	3	6.27	23/10/2013	24/10/2013	24/10/2013	40	16262.2	406.6	25/10/2013	25/10/2013	26/10/2013
9249907031_H	9249907031	H	3	03/10/2013	03/10/2013	2	128.95	23/10/2013	24/10/2013	24/10/2013	40	18328.8	458.2	25/10/2013	25/10/2013	26/10/2013
9249907031_I	9249907031	I	2	31/07/2013	31/07/2013	3	6.74	23/10/2013	24/10/2013	24/10/2013	40	4736.6	118.4	25/10/2013	25/10/2013	26/10/2013
9249907031_J	9249907031	J	4	09/10/2013	09/10/2013	2	12.72	23/10/2013	24/10/2013	24/10/2013	40	15360.8	384.0	25/10/2013	25/10/2013	26/10/2013
9249907031_K	9249907031	K	2	31/07/2013	31/07/2013	3	20.39	23/10/2013	24/10/2013	24/10/2013	40	12896.8	322.4	25/10/2013	25/10/2013	26/10/2013
9249907031_L	9249907031	L	4	09/10/2013	09/10/2013	2	64.97	23/10/2013	24/10/2013	24/10/2013	40	4125.6	103.1	25/10/2013	25/10/2013	26/10/2013
9249907044_A	9249907044	A	2	25/07/2013	26/07/2013	3	123.3	23/10/2013	24/10/2013	24/10/2013	40	3183.2	79.6	25/10/2013	25/10/2013	26/10/2013
9249907044_B	9249907044	B	2	17/09/2013	18/09/2013	3	116.3	23/10/2013	24/10/2013	24/10/2013	40	30026.4	750.7	25/10/2013	25/10/2013	26/10/2013
9249907044_C	9249907044	C	2	29/07/2013	29/07/2013	3	71.67	23/10/2013	24/10/2013	24/10/2013	40	11079.8	277.0	25/10/2013	25/10/2013	26/10/2013
9249907044_D	9249907044	D	3	18/09/2013	19/09/2013	3	64.46	23/10/2013	24/10/2013	24/10/2013	40	24827.2	620.7	25/10/2013	25/10/2013	26/10/2013
9249907044_E	9249907044	E	2	29/07/2013	29/07/2013	3	32.89	23/10/2013	24/10/2013	24/10/2013	40	13130.6	328.3	25/10/2013	25/10/2013	26/10/2013
9249907044_F	9249907044	F	3	18/09/2013	19/09/2013	3	218.34	23/10/2013	24/10/2013	24/10/2013	40	8222.4	205.6	25/10/2013	25/10/2013	26/10/2013
9249907044_G	9249907044	G	2	30/07/2013	30/07/2013	3	47.87	23/10/2013	24/10/2013	24/10/2013	40	14381.6	359.5	25/10/2013	25/10/2013	26/10/2013
9249907044_H	9249907044	H	3	03/10/2013	03/10/2013	2	59.66	23/10/2013	24/10/2013	24/10/2013	40	24021.0	600.5	25/10/2013	25/10/2013	26/10/2013
9249907044_I	9249907044	I	2	31/07/2013	31/07/2013	3	13.51	23/10/2013	24/10/2013	24/10/2013	40	11806.6	295.2	25/10/2013	25/10/2013	26/10/2013
9249907044_J	9249907044	J	4	09/10/2013	09/10/2013	2	52.09	23/10/2013	24/10/2013	24/10/2013	40	19653.4	491.3	25/10/2013	25/10/2013	26/10/2013
9249907044_K	9249907044	K	2	31/07/2013	31/07/2013	3	29.72	23/10/2013	24/10/2013	24/10/2013	40	1950.6	48.8	25/10/2013	25/10/2013	26/10/2013
9249907044_L	9249907044	L	4	09/10/2013	09/10/2013	2	112.35	23/10/2013	24/10/2013	24/10/2013	40	12445.2	311.1	25/10/2013	25/10/2013	26/10/2013
9249907045_A	9249907045	A	4	10/10/2013	10/10/2013	2	111.14	23/10/2013	24/10/2013	24/10/2013	40	4198.4	105.0	25/10/2013	25/10/2013	26/10/2013
9249907045_B	9249907045	B	4	10/10/2013	10/10/2013	2	43.94	23/10/2013	24/10/2013	24/10/2013	40	20093.8	502.3	25/10/2013	25/10/2013	26/10/2013
9249907045_C	9249907045	C	4	10/10/2013	10/10/2013	2	101.26	23/10/2013	24/10/2013	24/10/2013	40	18128.6	453.2	25/10/2013	25/10/2013	26/10/2013
9249907045_D	9249907045	D	4	10/10/2013	10/10/2013	2	73.54	23/10/2013	24/10/2013	24/10/2013	40	9633.2	240.8	25/10/2013	25/10/2013	26/10/2013
9249907045_E	9249907045	E	4	10/10/2013	10/10/2013	2	49.02	23/10/2013	24/10/2013	24/10/2013	40	18765.8	469.1	25/10/2013	25/10/2013	26/10/2013
9249907045_F	9249907045	F	4	10/10/2013	10/10/2013	2	89.04	23/10/2013	24/10/2013	24/10/2013	40	22967.8	574.2	25/10/2013	25/10/2013	26/10/2013
9249907045_G	9249907045	G	4	10/10/2013	10/10/2013	2	84.93	23/10/2013	24/10/2013	24/10/2013	40	18923.0	473.1	25/10/2013	25/10/2013	26/10/2013
9249907045_H	9249907045	H	4	10/10/2013	10/10/2013	2	33.68	23/10/2013	24/10/2013	24/10/2013	40	22729.6	568.2	25/10/2013	25/10/2013	26/10/2013
9249907045_I	9249907045	I	4	10/10/2013	10/10/2013	2	77.71	23/10/2013	24/10/2013	24/10/2013	40	22528.4	563.2	25/10/2013	25/10/2013	26/10/2013
9249907045_J	9249907045	J	4	10/10/2013	10/10/2013	2	45.39	23/10/2013	24/10/2013	24/10/2013	40	26427.2	660.7	25/10/2013	25/10/2013	26/10/2013
9249907045_K	9249907045	K	4	10/10/2013	10/10/2013	2	33.8	23/10/2013	24/10/2013	24/10/2013	40	23700.6	592.5	25/10/2013	25/10/2013	26/10/2013
9249907045_L	9249907045	L	4	10/10/2013	10/10/2013	2	64.43	23/10/2013	24/10/2013	24/10/2013	40	10495.6	262.4	25/10/2013	25/10/2013	26/10/2013
9249907052_A	9249907052	A	4	21/10/2013	21/10/2013	2	50.86	23/10/2013	24/10/2013	24/10/2013	40	19272.6	481.8	25/10/2013	25/10/2013	26/10/2013
9249907052_B	9249907052	B	4	21/10/2013	21/10/2013	2	12.98	23/10/2013	24/10/2013	24/10/2013	40	21087.4	527.2	25/10/2013	25/10/2013	26/10/2013
9249907052_C	9249907052	C	4	21/10/2013	21/10/2013	2	40.39	23/10/2013	24/10/2013	24/10/2013	40	23614.0	590.4	25/10/2013	25/10/2013	26/10/2013
9249907052_D	9249907052	D	4	21/10/2013	21/10/2013	2	6.58	23/10/2013	24/10/2013	24/10/2013	40	16351.6	408.8	25/10/2013	25/10/2013	26/10/2013
9249907052_E	9249907052	E	4	21/10/2013	21/10/2013	2	29.76	23/10/2013	24/10/2013	24/10/2013	40	11947.0	298.7	25/10/2013	25/10/2013	26/10/2013
9249907052_F	9249907052	F	4	21/10/2013	21/10/2013	2	62.8	23/10/2013	24/10/2013	24/10/2013	40	15064.2	376.6	25/10/2013	25/10/2013	26/10/2013
9249907052_G	9249907052	G	4	21/10/2013	21/10/2013	2	47.74	23/10/2013	24/10/2013	24/10/2013	40	23457.0	586.4	25/10/2013	25/10/2013	26/10/2013
9249907052_H	9249907052	H	4	21/10/2013	21/10/2013	2	119.05	23/10/2013	24/10/2013	24/10/2013	40	14584.8	364.6	25/10/2013	25/10/2013	26/10/2013
9249907052_I	9249907052	I	4	21/10/2013	21/10/2013	2	84.14	23/10/2013	24/10/2013	24/10/2013	40	4523.2	113.1	25/10/2013	25/10/2013	26/10/2013
9249907052_J	9249907052	J	4	21/10/2013	21/10/2013	2	43.02	23/10/2013	24/10/2013	24/10/2013	40	18600.4	465.0	25/10/2013	25/10/2013	26/10/2013
9249907052_K	9249907052	K	4	21/10/2013	21/10/2013	2	33.41	23/10/2013	24/10/2013	24/10/2013	40	17098.8	427.5	25/10/2013	25/10/2013	26/10/2013
9249907052_L	9249907052	L	4	21/10/2013	21/10/2013	2	46.08	23/10/2013	24/10/2013	24/10/2013	40	20787.0	519.7	25/10/2013	25/10/2013	26/10/2013
9250945076_B	9250945076	B	1	04/07/2013	05/07/2013	2	14.3	24/07/2013	25/07/2013	30/07/2013	40	12535.2	313.4	02/10/2013	02/10/2013	03/10/2013
9250945076_D	9250945076	D	1	04/07/2013	05/07/2013	2	37.23	24/07/2013	25/07/2013	30/07/2013	40	11946.4	298.7	02/10/2013	02/10/2013	03/10/2013
9250945076_F	9250945076	F	1	04/07/2013	05/07/2013	2	49	24/07/2013	25/07/2013	30/07/2013	40	15028.2	375.7	02/10/2013	02/10/2013	03/10/2013
9250945076_H	9250945076	H	1	04/07/2013	05/07/2013	2	22.47	24/07/2013	25/07/2013	30/07/2013	40	17784.0	444.6	02/10/2013	02/10/2013	03/10/2013
9250945076_J	9250945076	J	1	04/07/2013	05/07/2013	2	22.59	24/07/2013	25/07/2013	30/07/2013	40	12381.8	309.5	02/10/2013	02/10/2013	03/10/2013
9250945076_L	9250945076	L	1	04/07/2013	05/07/2013	2	121.79	24/07/2013	25/07/2013	30/07/2013	40	5751.6	143.8	02/10/2013	02/10/2013	03/10/2013
